study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB21776	SAMEA104726407	ERX3687258	ERR3697718	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697718/ERR3697718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697718/ERR3697718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697718/67_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697718/67_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/008/ERR3697718
PRJEB21776	SAMEA104726408	ERX3687259	ERR3697719	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697719/ERR3697719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697719/ERR3697719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697719/68_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697719/68_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/009/ERR3697719
PRJEB21776	SAMEA104726409	ERX3687260	ERR3697720	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697720/ERR3697720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697720/ERR3697720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697720/69_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697720/69_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/000/ERR3697720
PRJEB21776	SAMEA104726410	ERX3687261	ERR3697721	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697721/ERR3697721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697721/ERR3697721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697721/70_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697721/70_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/001/ERR3697721
PRJEB21776	SAMEA104726411	ERX3687262	ERR3697722	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697722/ERR3697722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697722/ERR3697722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697722/71_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697722/71_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/002/ERR3697722
PRJEB21776	SAMEA104726412	ERX3687263	ERR3697723	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697723/ERR3697723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697723/ERR3697723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697723/72_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697723/72_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/003/ERR3697723
PRJEB21776	SAMEA104726413	ERX3687264	ERR3697724	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697724/ERR3697724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697724/ERR3697724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697724/73_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697724/73_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/004/ERR3697724
PRJEB21776	SAMEA104726414	ERX3687265	ERR3697725	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697725/ERR3697725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697725/ERR3697725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697725/74_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697725/74_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/005/ERR3697725
PRJEB21776	SAMEA104726415	ERX3687266	ERR3697726	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697726/ERR3697726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697726/ERR3697726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697726/75_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697726/75_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/006/ERR3697726
PRJEB21776	SAMEA104726416	ERX3687267	ERR3697727	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697727/ERR3697727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697727/ERR3697727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697727/76_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697727/76_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/007/ERR3697727
PRJEB21776	SAMEA104726417	ERX3687268	ERR3697728	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697728/ERR3697728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697728/ERR3697728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697728/77_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697728/77_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/008/ERR3697728
PRJEB21776	SAMEA104726418	ERX3687269	ERR3697729	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697729/ERR3697729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697729/ERR3697729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697729/78_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697729/78_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/009/ERR3697729
PRJEB21776	SAMEA104726419	ERX3687270	ERR3697730	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697730/ERR3697730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697730/ERR3697730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697730/79_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697730/79_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/000/ERR3697730
PRJEB21776	SAMEA104726420	ERX3687271	ERR3697731	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697731/ERR3697731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697731/ERR3697731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697731/80_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697731/80_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/001/ERR3697731
PRJEB21776	SAMEA104726421	ERX3687272	ERR3697732	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697732/ERR3697732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697732/ERR3697732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697732/81_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697732/81_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/002/ERR3697732
PRJEB21776	SAMEA104726422	ERX3687273	ERR3697733	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697733/ERR3697733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697733/ERR3697733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697733/82_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697733/82_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/003/ERR3697733
PRJEB21776	SAMEA104726423	ERX3687274	ERR3697734	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697734/ERR3697734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697734/ERR3697734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697734/83_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697734/83_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/004/ERR3697734
PRJEB21776	SAMEA104726424	ERX3687275	ERR3697735	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697735/ERR3697735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697735/ERR3697735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697735/84_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697735/84_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/005/ERR3697735
PRJEB21776	SAMEA104726425	ERX3687276	ERR3697736	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697736/ERR3697736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697736/ERR3697736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697736/85_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697736/85_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/006/ERR3697736
PRJEB21776	SAMEA104726426	ERX3687277	ERR3697737	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697737/ERR3697737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697737/ERR3697737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697737/86_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697737/86_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/007/ERR3697737
PRJEB21776	SAMEA104726427	ERX3687278	ERR3697738	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697738/ERR3697738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697738/ERR3697738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697738/87_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697738/87_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/008/ERR3697738
PRJEB21776	SAMEA104726428	ERX3687279	ERR3697739	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697739/ERR3697739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697739/ERR3697739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697739/88_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697739/88_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/009/ERR3697739
PRJEB21776	SAMEA104726429	ERX3687280	ERR3697740	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697740/ERR3697740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697740/ERR3697740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697740/89_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697740/89_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/000/ERR3697740
PRJEB21776	SAMEA104726430	ERX3687281	ERR3697741	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697741/ERR3697741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697741/ERR3697741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697741/90_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697741/90_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/001/ERR3697741
PRJEB21776	SAMEA104726431	ERX3687282	ERR3697742	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697742/ERR3697742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697742/ERR3697742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697742/91_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697742/91_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/002/ERR3697742
PRJEB21776	SAMEA104726432	ERX3687283	ERR3697743	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697743/ERR3697743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697743/ERR3697743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697743/92_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697743/92_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/003/ERR3697743
PRJEB21776	SAMEA104726433	ERX3687284	ERR3697744	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697744/ERR3697744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697744/ERR3697744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697744/93_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697744/93_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/004/ERR3697744
PRJEB21776	SAMEA104726434	ERX3687285	ERR3697745	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697745/ERR3697745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697745/ERR3697745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697745/94_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697745/94_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/005/ERR3697745
PRJEB21776	SAMEA104726435	ERX3687286	ERR3697746	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697746/ERR3697746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697746/ERR3697746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697746/95_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697746/95_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/006/ERR3697746
PRJEB21776	SAMEA104726436	ERX3687287	ERR3697747	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697747/ERR3697747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697747/ERR3697747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697747/96_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697747/96_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/007/ERR3697747
PRJEB21776	SAMEA104726437	ERX3687288	ERR3697748	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697748/ERR3697748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697748/ERR3697748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697748/97_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697748/97_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/008/ERR3697748
PRJEB21776	SAMEA104726439	ERX3687290	ERR3697750	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697750/ERR3697750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697750/ERR3697750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697750/99_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697750/99_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/000/ERR3697750
PRJEB21776	SAMEA104726440	ERX3687291	ERR3697751	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697751/ERR3697751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697751/ERR3697751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697751/100_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697751/100_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/001/ERR3697751
PRJEB21776	SAMEA104726441	ERX3687292	ERR3697752	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697752/ERR3697752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697752/ERR3697752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697752/101_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697752/101_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/002/ERR3697752
PRJEB21776	SAMEA104726442	ERX3687293	ERR3697753	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697753/ERR3697753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697753/ERR3697753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697753/102_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697753/102_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/003/ERR3697753
PRJEB21776	SAMEA104726443	ERX3687294	ERR3697754	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697754/ERR3697754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697754/ERR3697754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697754/103_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697754/103_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/004/ERR3697754
PRJEB21776	SAMEA104726444	ERX3687295	ERR3697755	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697755/ERR3697755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697755/ERR3697755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697755/104_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697755/104_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/005/ERR3697755
PRJEB21776	SAMEA104726445	ERX3687296	ERR3697756	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697756/ERR3697756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697756/ERR3697756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697756/105_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697756/105_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/006/ERR3697756
PRJEB21776	SAMEA104726446	ERX3687297	ERR3697757	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697757/ERR3697757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697757/ERR3697757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697757/106_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697757/106_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/007/ERR3697757
PRJEB21776	SAMEA104726447	ERX3687298	ERR3697758	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697758/ERR3697758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697758/ERR3697758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697758/107_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697758/107_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/008/ERR3697758
PRJEB21776	SAMEA104726448	ERX3687299	ERR3697759	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697759/ERR3697759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/009/ERR3697759/ERR3697759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697759/108_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697759/108_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/009/ERR3697759
PRJEB21776	SAMEA104726449	ERX3687300	ERR3697760	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697760/ERR3697760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/000/ERR3697760/ERR3697760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697760/109_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697760/109_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/000/ERR3697760
PRJEB21776	SAMEA104726450	ERX3687301	ERR3697761	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697761/ERR3697761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/001/ERR3697761/ERR3697761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697761/110_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697761/110_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/001/ERR3697761
PRJEB21776	SAMEA104726451	ERX3687302	ERR3697762	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697762/ERR3697762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/002/ERR3697762/ERR3697762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697762/111_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697762/111_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/002/ERR3697762
PRJEB21776	SAMEA104726452	ERX3687303	ERR3697763	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697763/ERR3697763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/003/ERR3697763/ERR3697763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697763/112_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697763/112_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/003/ERR3697763
PRJEB21776	SAMEA104726453	ERX3687304	ERR3697764	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697764/ERR3697764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/004/ERR3697764/ERR3697764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697764/113_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697764/113_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/004/ERR3697764
PRJEB21776	SAMEA104726454	ERX3687305	ERR3697765	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697765/ERR3697765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/005/ERR3697765/ERR3697765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697765/114_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697765/114_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/005/ERR3697765
PRJEB21776	SAMEA104726455	ERX3687306	ERR3697766	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697766/ERR3697766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/006/ERR3697766/ERR3697766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697766/115_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697766/115_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/006/ERR3697766
PRJEB21776	SAMEA104726456	ERX3687307	ERR3697767	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697767/ERR3697767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/007/ERR3697767/ERR3697767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697767/116_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697767/116_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/007/ERR3697767
PRJEB21776	SAMEA104726457	ERX3687308	ERR3697768	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697768/ERR3697768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/008/ERR3697768/ERR3697768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697768/117_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR369/ERR3697768/117_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR369/008/ERR3697768
